E V T
-6.800091E+02 -1.692782E+03 +1.012773E+03
-6.799981E+02 -1.693145E+03 +1.013147E+03
-6.799970E+02 -1.692177E+03 +1.012180E+03
-6.799996E+02 -1.692369E+03 +1.012369E+03
-6.799978E+02 -1.694404E+03 +1.014406E+03
-6.799920E+02 -1.696104E+03 +1.016112E+03
-6.799945E+02 -1.694228E+03 +1.014233E+03
-6.799932E+02 -1.690297E+03 +1.010304E+03
-6.800014E+02 -1.687699E+03 +1.007698E+03
-6.800088E+02 -1.685223E+03 +1.005214E+03
-6.800111E+02 -1.681667E+03 +1.001656E+03
-6.800121E+02 -1.679488E+03 +9.994759E+02
-6.800183E+02 -1.683393E+03 +1.003374E+03
-6.800275E+02 -1.694386E+03 +1.014359E+03
-6.800209E+02 -1.707615E+03 +1.027594E+03
-6.800214E+02 -1.716850E+03 +1.036828E+03
-6.800299E+02 -1.718007E+03 +1.037977E+03
-6.800332E+02 -1.710529E+03 +1.030496E+03
-6.800475E+02 -1.698495E+03 +1.018447E+03
-6.800464E+02 -1.688218E+03 +1.008172E+03
-6.800533E+02 -1.684053E+03 +1.004000E+03
-6.800457E+02 -1.686293E+03 +1.006247E+03
-6.800406E+02 -1.691115E+03 +1.011074E+03
-6.800375E+02 -1.694453E+03 +1.014416E+03
-6.800329E+02 -1.696479E+03 +1.016446E+03
-6.800406E+02 -1.699086E+03 +1.019046E+03
-6.800526E+02 -1.700264E+03 +1.020211E+03
-6.800559E+02 -1.698922E+03 +1.018866E+03
-6.800697E+02 -1.700048E+03 +1.019978E+03
-6.800685E+02 -1.703432E+03 +1.023364E+03
-6.800631E+02 -1.708360E+03 +1.028297E+03
-6.800577E+02 -1.715439E+03 +1.035381E+03
-6.800575E+02 -1.721470E+03 +1.041413E+03
-6.800544E+02 -1.721218E+03 +1.041163E+03
-6.800585E+02 -1.712775E+03 +1.032716E+03
-6.800526E+02 -1.701228E+03 +1.021175E+03
-6.800423E+02 -1.696278E+03 +1.016236E+03
-6.800485E+02 -1.702735E+03 +1.022686E+03
-6.800470E+02 -1.715911E+03 +1.035864E+03
-6.800583E+02 -1.725082E+03 +1.045023E+03
-6.800598E+02 -1.723437E+03 +1.043377E+03
-6.800569E+02 -1.714586E+03 +1.034529E+03
-6.800639E+02 -1.706672E+03 +1.026609E+03
-6.800621E+02 -1.700878E+03 +1.020816E+03
-6.800634E+02 -1.693093E+03 +1.013030E+03
-6.800626E+02 -1.685145E+03 +1.005082E+03
-6.800697E+02 -1.683512E+03 +1.003442E+03
-6.800667E+02 -1.690646E+03 +1.010580E+03
-6.800647E+02 -1.703098E+03 +1.023033E+03
-6.800560E+02 -1.713540E+03 +1.033484E+03
-6.800519E+02 -1.718163E+03 +1.038111E+03
-6.800539E+02 -1.719159E+03 +1.039105E+03
-6.800498E+02 -1.717751E+03 +1.037701E+03
-6.800477E+02 -1.713066E+03 +1.033018E+03
-6.800603E+02 -1.706886E+03 +1.026825E+03
-6.800615E+02 -1.703495E+03 +1.023434E+03
-6.800544E+02 -1.705543E+03 +1.025488E+03
-6.800475E+02 -1.711083E+03 +1.031035E+03
-6.800519E+02 -1.715104E+03 +1.035052E+03
-6.800603E+02 -1.713943E+03 +1.033883E+03
-6.800685E+02 -1.708300E+03 +1.028231E+03
-6.800715E+02 -1.703810E+03 +1.023739E+03
-6.800633E+02 -1.706974E+03 +1.026911E+03
-6.800644E+02 -1.716137E+03 +1.036073E+03
-6.800634E+02 -1.726548E+03 +1.046484E+03
-6.800731E+02 -1.735508E+03 +1.055434E+03
-6.800746E+02 -1.739873E+03 +1.059799E+03
-6.800670E+02 -1.738184E+03 +1.058117E+03
-6.800656E+02 -1.732253E+03 +1.052187E+03
-6.800723E+02 -1.728360E+03 +1.048288E+03
-6.800782E+02 -1.733017E+03 +1.052939E+03
-6.800765E+02 -1.740517E+03 +1.060440E+03
-6.800829E+02 -1.740907E+03 +1.060824E+03
-6.800759E+02 -1.734107E+03 +1.054031E+03
-6.800872E+02 -1.724842E+03 +1.044755E+03
-6.800795E+02 -1.713656E+03 +1.033576E+03
-6.800887E+02 -1.700111E+03 +1.020023E+03
-6.800871E+02 -1.687261E+03 +1.007174E+03
-6.800835E+02 -1.680254E+03 +1.000171E+03
-6.800815E+02 -1.683723E+03 +1.003641E+03
-6.800803E+02 -1.696570E+03 +1.016490E+03
-6.800719E+02 -1.706769E+03 +1.026697E+03
-6.800623E+02 -1.707387E+03 +1.027325E+03
-6.800551E+02 -1.704043E+03 +1.023988E+03
-6.800587E+02 -1.704102E+03 +1.024043E+03
-6.800631E+02 -1.708067E+03 +1.028004E+03
-6.800700E+02 -1.712108E+03 +1.032038E+03
-6.800764E+02 -1.713679E+03 +1.033602E+03
-6.800859E+02 -1.713227E+03 +1.033141E+03
-6.800882E+02 -1.711771E+03 +1.031682E+03
-6.800874E+02 -1.709743E+03 +1.029656E+03
-6.800833E+02 -1.707659E+03 +1.027576E+03
-6.800846E+02 -1.705759E+03 +1.025675E+03
-6.800792E+02 -1.704194E+03 +1.024114E+03
-6.800680E+02 -1.702305E+03 +1.022237E+03
-6.800746E+02 -1.699058E+03 +1.018983E+03
-6.800687E+02 -1.695378E+03 +1.015309E+03
-6.800669E+02 -1.695107E+03 +1.015040E+03
-6.800692E+02 -1.700555E+03 +1.020485E+03
-6.800598E+02 -1.708969E+03 +1.028909E+03
-6.800590E+02 -1.716031E+03 +1.035972E+03
-6.800582E+02 -1.720868E+03 +1.040809E+03
-6.800475E+02 -1.726338E+03 +1.046290E+03
-6.800593E+02 -1.730567E+03 +1.050508E+03
-6.800550E+02 -1.727025E+03 +1.046970E+03
-6.800547E+02 -1.717061E+03 +1.037006E+03
-6.800513E+02 -1.707372E+03 +1.027321E+03
-6.800574E+02 -1.703407E+03 +1.023349E+03
-6.800582E+02 -1.703888E+03 +1.023830E+03
-6.800559E+02 -1.705490E+03 +1.025434E+03
-6.800577E+02 -1.706122E+03 +1.026064E+03
-6.800624E+02 -1.702801E+03 +1.022739E+03
-6.800739E+02 -1.694232E+03 +1.014158E+03
-6.800723E+02 -1.685727E+03 +1.005655E+03
-6.800664E+02 -1.686052E+03 +1.005986E+03
-6.800593E+02 -1.696226E+03 +1.016167E+03
-6.800506E+02 -1.708882E+03 +1.028831E+03
-6.800424E+02 -1.717845E+03 +1.037802E+03
-6.800388E+02 -1.721915E+03 +1.041876E+03
-6.800439E+02 -1.722148E+03 +1.042104E+03
-6.800431E+02 -1.720190E+03 +1.040147E+03
-6.800500E+02 -1.719046E+03 +1.038996E+03
-6.800472E+02 -1.719907E+03 +1.039860E+03
-6.800498E+02 -1.719369E+03 +1.039319E+03
-6.800496E+02 -1.713733E+03 +1.033684E+03
-6.800506E+02 -1.704930E+03 +1.024880E+03
-6.800480E+02 -1.695933E+03 +1.015885E+03
-6.800562E+02 -1.687574E+03 +1.007518E+03
-6.800587E+02 -1.682667E+03 +1.002609E+03
-6.800495E+02 -1.687389E+03 +1.007340E+03
-6.800444E+02 -1.700130E+03 +1.020086E+03
-6.800350E+02 -1.710604E+03 +1.030569E+03
-6.800339E+02 -1.714320E+03 +1.034286E+03
-6.800419E+02 -1.713169E+03 +1.033127E+03
-6.800439E+02 -1.709919E+03 +1.029875E+03
-6.800431E+02 -1.707888E+03 +1.027845E+03
-6.800423E+02 -1.709876E+03 +1.029834E+03
-6.800470E+02 -1.714510E+03 +1.034463E+03
-6.800441E+02 -1.718977E+03 +1.038933E+03
-6.800446E+02 -1.722512E+03 +1.042467E+03
-6.800395E+02 -1.725546E+03 +1.045506E+03
-6.800326E+02 -1.727907E+03 +1.047875E+03
-6.800308E+02 -1.728500E+03 +1.048469E+03
-6.800267E+02 -1.726221E+03 +1.046194E+03
-6.800260E+02 -1.722728E+03 +1.042702E+03
-6.800239E+02 -1.718902E+03 +1.038878E+03
-6.800383E+02 -1.712916E+03 +1.032878E+03
-6.800403E+02 -1.704177E+03 +1.024136E+03
-6.800390E+02 -1.694355E+03 +1.014316E+03
-6.800408E+02 -1.687231E+03 +1.007190E+03
-6.800346E+02 -1.686121E+03 +1.006086E+03
-6.800339E+02 -1.691033E+03 +1.010999E+03
-6.800308E+02 -1.699650E+03 +1.019619E+03
-6.800360E+02 -1.707405E+03 +1.027369E+03
-6.800406E+02 -1.709675E+03 +1.029634E+03
-6.800413E+02 -1.706680E+03 +1.026638E+03
-6.800459E+02 -1.703894E+03 +1.023848E+03
-6.800357E+02 -1.705229E+03 +1.025193E+03
-6.800242E+02 -1.708777E+03 +1.028753E+03
-6.800247E+02 -1.710305E+03 +1.030280E+03
-6.800308E+02 -1.708727E+03 +1.028696E+03
-6.800303E+02 -1.705970E+03 +1.025940E+03
-6.800254E+02 -1.703618E+03 +1.023593E+03
-6.800224E+02 -1.702085E+03 +1.022063E+03
-6.800234E+02 -1.701586E+03 +1.021562E+03
-6.800255E+02 -1.702444E+03 +1.022419E+03
-6.800280E+02 -1.702917E+03 +1.022889E+03
-6.800280E+02 -1.699044E+03 +1.019016E+03
-6.800216E+02 -1.690201E+03 +1.010180E+03
-6.800216E+02 -1.682377E+03 +1.002356E+03
-6.800260E+02 -1.680970E+03 +1.000944E+03
-6.800408E+02 -1.683123E+03 +1.003082E+03
-6.800416E+02 -1.685814E+03 +1.005773E+03
-6.800434E+02 -1.689803E+03 +1.009759E+03
-6.800442E+02 -1.693531E+03 +1.013487E+03
-6.800452E+02 -1.695101E+03 +1.015056E+03
-6.800403E+02 -1.696085E+03 +1.016044E+03
-6.800308E+02 -1.697613E+03 +1.017582E+03
-6.800344E+02 -1.697987E+03 +1.017953E+03
-6.800332E+02 -1.696238E+03 +1.016205E+03
-6.800403E+02 -1.694118E+03 +1.014077E+03
-6.800442E+02 -1.693597E+03 +1.013553E+03
-6.800470E+02 -1.695285E+03 +1.015238E+03
-6.800288E+02 -1.699502E+03 +1.019473E+03
-6.800237E+02 -1.704574E+03 +1.024550E+03
-6.800263E+02 -1.705477E+03 +1.025451E+03
-6.800235E+02 -1.698571E+03 +1.018548E+03
-6.800252E+02 -1.686610E+03 +1.006585E+03
-6.800244E+02 -1.677353E+03 +9.973285E+02
-6.800221E+02 -1.677874E+03 +9.978522E+02
-6.800291E+02 -1.686044E+03 +1.006015E+03
-6.800247E+02 -1.694174E+03 +1.014149E+03
-6.800191E+02 -1.697721E+03 +1.017702E+03
-6.800134E+02 -1.697414E+03 +1.017400E+03
-6.800178E+02 -1.695271E+03 +1.015253E+03
-6.800052E+02 -1.693357E+03 +1.013352E+03
-6.800047E+02 -1.694991E+03 +1.014986E+03
-6.800114E+02 -1.700032E+03 +1.020021E+03
-6.800170E+02 -1.705543E+03 +1.025526E+03
-6.800234E+02 -1.708512E+03 +1.028489E+03
-6.800219E+02 -1.707108E+03 +1.027086E+03
-6.800165E+02 -1.701707E+03 +1.021690E+03
-6.800108E+02 -1.694678E+03 +1.014667E+03
-6.800180E+02 -1.691397E+03 +1.011379E+03
-6.800129E+02 -1.694509E+03 +1.014496E+03
-6.800152E+02 -1.699731E+03 +1.019716E+03
-6.800193E+02 -1.702329E+03 +1.022309E+03
-6.800129E+02 -1.701129E+03 +1.021116E+03
-6.800157E+02 -1.698987E+03 +1.018972E+03
-6.800188E+02 -1.698722E+03 +1.018703E+03
-6.800176E+02 -1.696980E+03 +1.016962E+03
-6.800132E+02 -1.688961E+03 +1.008948E+03
-6.800134E+02 -1.677330E+03 +9.973169E+02
-6.800190E+02 -1.670728E+03 +9.907091E+02
-6.800183E+02 -1.670529E+03 +9.905110E+02
-6.800240E+02 -1.668095E+03 +9.880713E+02
-6.800250E+02 -1.657472E+03 +9.774473E+02
-6.800172E+02 -1.642835E+03 +9.628176E+02
-6.800083E+02 -1.634784E+03 +9.547758E+02
-6.800065E+02 -1.638213E+03 +9.582061E+02
-6.800042E+02 -1.649551E+03 +9.695468E+02
-6.800022E+02 -1.663701E+03 +9.836993E+02
-6.800119E+02 -1.676545E+03 +9.965328E+02
-6.800124E+02 -1.685430E+03 +1.005417E+03
-6.800027E+02 -1.690303E+03 +1.010300E+03
-6.800093E+02 -1.693100E+03 +1.013091E+03
-6.800093E+02 -1.695826E+03 +1.015817E+03
-6.800073E+02 -1.698328E+03 +1.018321E+03
-6.800152E+02 -1.698849E+03 +1.018834E+03
-6.800234E+02 -1.697641E+03 +1.017618E+03
-6.800306E+02 -1.698483E+03 +1.018453E+03
-6.800286E+02 -1.699963E+03 +1.019934E+03
-6.800291E+02 -1.695880E+03 +1.015851E+03
-6.800342E+02 -1.686422E+03 +1.006387E+03
-6.800505E+02 -1.676714E+03 +9.966631E+02
-6.800423E+02 -1.670487E+03 +9.904450E+02
-6.800505E+02 -1.668985E+03 +9.889349E+02
-6.800495E+02 -1.672174E+03 +9.921242E+02
-6.800464E+02 -1.679567E+03 +9.995206E+02
-6.800487E+02 -1.691117E+03 +1.011068E+03
-6.800521E+02 -1.703754E+03 +1.023702E+03
-6.800624E+02 -1.710750E+03 +1.030688E+03
-6.800547E+02 -1.708130E+03 +1.028075E+03
-6.800605E+02 -1.702463E+03 +1.022402E+03
-6.800544E+02 -1.702065E+03 +1.022010E+03
-6.800411E+02 -1.699820E+03 +1.019779E+03
-6.800457E+02 -1.693614E+03 +1.013568E+03
-6.800433E+02 -1.687697E+03 +1.007654E+03
-6.800551E+02 -1.685936E+03 +1.005881E+03
-6.800523E+02 -1.689639E+03 +1.009587E+03
-6.800480E+02 -1.695904E+03 +1.015856E+03
-6.800529E+02 -1.700608E+03 +1.020555E+03
-6.800370E+02 -1.701660E+03 +1.021623E+03
-6.800362E+02 -1.697940E+03 +1.017904E+03
-6.800359E+02 -1.690926E+03 +1.010890E+03
-6.800390E+02 -1.686292E+03 +1.006253E+03
-6.800390E+02 -1.688563E+03 +1.008524E+03
-6.800377E+02 -1.696196E+03 +1.016158E+03
-6.800418E+02 -1.703901E+03 +1.023860E+03
-6.800528E+02 -1.708940E+03 +1.028888E+03
-6.800551E+02 -1.712831E+03 +1.032776E+03
-6.800472E+02 -1.716789E+03 +1.036742E+03
-6.800462E+02 -1.718823E+03 +1.038777E+03
-6.800447E+02 -1.715587E+03 +1.035542E+03
-6.800434E+02 -1.705418E+03 +1.025375E+03
-6.800469E+02 -1.691956E+03 +1.011909E+03
-6.800339E+02 -1.680373E+03 +1.000340E+03
-6.800303E+02 -1.672308E+03 +9.922777E+02
-6.800272E+02 -1.669750E+03 +9.897224E+02
-6.800318E+02 -1.676693E+03 +9.966611E+02
-6.800347E+02 -1.688841E+03 +1.008807E+03
-6.800296E+02 -1.696401E+03 +1.016371E+03
-6.800339E+02 -1.695601E+03 +1.015567E+03
-6.800339E+02 -1.687969E+03 +1.007935E+03
-6.800336E+02 -1.676789E+03 +9.967549E+02
-6.800272E+02 -1.667766E+03 +9.877393E+02
-6.800410E+02 -1.669335E+03 +9.892941E+02
-6.800434E+02 -1.680427E+03 +1.000384E+03
-6.800462E+02 -1.692866E+03 +1.012820E+03
-6.800334E+02 -1.703720E+03 +1.023686E+03
-6.800344E+02 -1.712087E+03 +1.032053E+03
-6.800357E+02 -1.714797E+03 +1.034761E+03
-6.800300E+02 -1.711510E+03 +1.031480E+03
-6.800295E+02 -1.708269E+03 +1.028240E+03
-6.800241E+02 -1.708989E+03 +1.028965E+03
-6.800262E+02 -1.712423E+03 +1.032396E+03
-6.800191E+02 -1.714931E+03 +1.034912E+03
-6.800198E+02 -1.713010E+03 +1.032991E+03
-6.800070E+02 -1.708254E+03 +1.028247E+03
-6.800137E+02 -1.704650E+03 +1.024637E+03
-6.800193E+02 -1.700876E+03 +1.020856E+03
-6.800170E+02 -1.696870E+03 +1.016853E+03
-6.800196E+02 -1.693444E+03 +1.013425E+03
-6.800222E+02 -1.687475E+03 +1.007453E+03
-6.800198E+02 -1.677465E+03 +9.974457E+02
-6.800182E+02 -1.669678E+03 +9.896601E+02
-6.800305E+02 -1.672359E+03 +9.923289E+02
-6.800319E+02 -1.685324E+03 +1.005293E+03
-6.800339E+02 -1.699895E+03 +1.019861E+03
-6.800480E+02 -1.709928E+03 +1.029880E+03
-6.800562E+02 -1.714318E+03 +1.034262E+03
-6.800659E+02 -1.713448E+03 +1.033382E+03
-6.800608E+02 -1.707197E+03 +1.027137E+03
-6.800539E+02 -1.697653E+03 +1.017599E+03
-6.800531E+02 -1.689986E+03 +1.009933E+03
-6.800446E+02 -1.688845E+03 +1.008800E+03
-6.800349E+02 -1.694145E+03 +1.014110E+03
-6.800393E+02 -1.700485E+03 +1.020446E+03
-6.800301E+02 -1.703205E+03 +1.023175E+03
-6.800296E+02 -1.702188E+03 +1.022158E+03
-6.800357E+02 -1.698851E+03 +1.018816E+03
-6.800365E+02 -1.694482E+03 +1.014445E+03
-6.800377E+02 -1.689524E+03 +1.009486E+03
-6.800339E+02 -1.683440E+03 +1.003406E+03
-6.800354E+02 -1.677519E+03 +9.974839E+02
-6.800333E+02 -1.676438E+03 +9.964045E+02
-6.800354E+02 -1.683771E+03 +1.003736E+03
-6.800439E+02 -1.694153E+03 +1.014109E+03
-6.800480E+02 -1.699316E+03 +1.019268E+03
-6.800608E+02 -1.699117E+03 +1.019056E+03
-6.800674E+02 -1.700267E+03 +1.020200E+03
-6.800577E+02 -1.706320E+03 +1.026262E+03
-6.800657E+02 -1.713703E+03 +1.033637E+03
-6.800698E+02 -1.716206E+03 +1.036136E+03
-6.800631E+02 -1.711219E+03 +1.031156E+03
-6.800613E+02 -1.701467E+03 +1.021405E+03
-6.800584E+02 -1.692737E+03 +1.012678E+03
-6.800566E+02 -1.689179E+03 +1.009122E+03
-6.800441E+02 -1.690716E+03 +1.010672E+03
-6.800444E+02 -1.695043E+03 +1.014998E+03
-6.800432E+02 -1.698696E+03 +1.018653E+03
-6.800391E+02 -1.697298E+03 +1.017259E+03
-6.800270E+02 -1.688635E+03 +1.008608E+03
-6.800267E+02 -1.675813E+03 +9.957865E+02
-6.800249E+02 -1.665974E+03 +9.859494E+02
-6.800170E+02 -1.662358E+03 +9.823406E+02
-6.800239E+02 -1.661776E+03 +9.817526E+02
-6.800265E+02 -1.662306E+03 +9.822790E+02
-6.800306E+02 -1.664936E+03 +9.849055E+02
-6.800316E+02 -1.667988E+03 +9.879560E+02
-6.800298E+02 -1.670091E+03 +9.900610E+02
-6.800229E+02 -1.673371E+03 +9.933479E+02
-6.800162E+02 -1.679417E+03 +9.994011E+02
-6.800080E+02 -1.688351E+03 +1.008343E+03
-6.800193E+02 -1.698208E+03 +1.018188E+03
-6.800219E+02 -1.705093E+03 +1.025071E+03
-6.800168E+02 -1.707592E+03 +1.027575E+03
-6.800162E+02 -1.708331E+03 +1.028315E+03
-6.800231E+02 -1.709662E+03 +1.029638E+03
-6.800242E+02 -1.710724E+03 +1.030700E+03
-6.800334E+02 -1.710403E+03 +1.030370E+03
-6.800267E+02 -1.708799E+03 +1.028773E+03
-6.800313E+02 -1.706691E+03 +1.026660E+03
-6.800306E+02 -1.704393E+03 +1.024362E+03
-6.800416E+02 -1.700904E+03 +1.020863E+03
-6.800485E+02 -1.696194E+03 +1.016145E+03
-6.800482E+02 -1.692446E+03 +1.012398E+03
-6.800526E+02 -1.690603E+03 +1.010550E+03
-6.800516E+02 -1.688988E+03 +1.008937E+03
-6.800649E+02 -1.686679E+03 +1.006615E+03
-6.800646E+02 -1.684750E+03 +1.004686E+03
-6.800689E+02 -1.684729E+03 +1.004660E+03
-6.800577E+02 -1.687218E+03 +1.007160E+03
-6.800636E+02 -1.690731E+03 +1.010667E+03
-6.800587E+02 -1.693474E+03 +1.013415E+03
-6.800600E+02 -1.694341E+03 +1.014281E+03
-6.800616E+02 -1.692093E+03 +1.012031E+03
-6.800557E+02 -1.687269E+03 +1.007213E+03
-6.800549E+02 -1.681495E+03 +1.001440E+03
-6.800528E+02 -1.677903E+03 +9.978504E+02
-6.800490E+02 -1.678539E+03 +9.984902E+02
-6.800523E+02 -1.681844E+03 +1.001791E+03
-6.800536E+02 -1.686051E+03 +1.005997E+03
-6.800441E+02 -1.689385E+03 +1.009341E+03
-6.800408E+02 -1.689927E+03 +1.009886E+03
-6.800362E+02 -1.688239E+03 +1.008203E+03
-6.800308E+02 -1.687379E+03 +1.007348E+03
-6.800347E+02 -1.689737E+03 +1.009703E+03
-6.800431E+02 -1.693058E+03 +1.013015E+03
-6.800493E+02 -1.694029E+03 +1.013980E+03
-6.800526E+02 -1.691116E+03 +1.011063E+03
-6.800482E+02 -1.685984E+03 +1.005936E+03
-6.800410E+02 -1.682969E+03 +1.002928E+03
-6.800303E+02 -1.684090E+03 +1.004059E+03
-6.800347E+02 -1.687233E+03 +1.007199E+03
-6.800334E+02 -1.687945E+03 +1.007911E+03
-6.800357E+02 -1.684100E+03 +1.004064E+03
-6.800411E+02 -1.679966E+03 +9.999248E+02
-6.800393E+02 -1.679090E+03 +9.990502E+02
-6.800337E+02 -1.680402E+03 +1.000368E+03
-6.800329E+02 -1.681984E+03 +1.001951E+03
-6.800326E+02 -1.683676E+03 +1.003643E+03
-6.800360E+02 -1.684183E+03 +1.004147E+03
-6.800411E+02 -1.681212E+03 +1.001171E+03
-6.800456E+02 -1.677535E+03 +9.974891E+02
-6.800474E+02 -1.678988E+03 +9.989402E+02
-6.800536E+02 -1.685382E+03 +1.005328E+03
-6.800542E+02 -1.692490E+03 +1.012436E+03
-6.800442E+02 -1.695661E+03 +1.015617E+03
-6.800383E+02 -1.692145E+03 +1.012107E+03
-6.800439E+02 -1.686812E+03 +1.006768E+03
-6.800449E+02 -1.684750E+03 +1.004705E+03
-6.800388E+02 -1.685232E+03 +1.005193E+03
-6.800485E+02 -1.685541E+03 +1.005493E+03
-6.800541E+02 -1.685562E+03 +1.005508E+03
-6.800605E+02 -1.686907E+03 +1.006846E+03
-6.800541E+02 -1.689555E+03 +1.009501E+03
-6.800516E+02 -1.691212E+03 +1.011161E+03
-6.800387E+02 -1.692096E+03 +1.012057E+03
-6.800357E+02 -1.693913E+03 +1.013878E+03
-6.800441E+02 -1.695440E+03 +1.015396E+03
-6.800490E+02 -1.695111E+03 +1.015062E+03
-6.800544E+02 -1.694241E+03 +1.014187E+03
-6.800602E+02 -1.695689E+03 +1.015629E+03
-6.800579E+02 -1.700356E+03 +1.020298E+03
-6.800523E+02 -1.705600E+03 +1.025548E+03
-6.800598E+02 -1.707929E+03 +1.027869E+03
-6.800626E+02 -1.705336E+03 +1.025274E+03
-6.800603E+02 -1.698598E+03 +1.018538E+03
-6.800515E+02 -1.690978E+03 +1.010927E+03
-6.800533E+02 -1.685129E+03 +1.005076E+03
-6.800575E+02 -1.680268E+03 +1.000211E+03
-6.800572E+02 -1.674898E+03 +9.948406E+02
-6.800520E+02 -1.673079E+03 +9.930265E+02
-6.800516E+02 -1.678145E+03 +9.980936E+02
-6.800462E+02 -1.686765E+03 +1.006719E+03
-6.800357E+02 -1.695322E+03 +1.015287E+03
-6.800429E+02 -1.700300E+03 +1.020257E+03
-6.800442E+02 -1.698574E+03 +1.018530E+03
-6.800388E+02 -1.691259E+03 +1.011220E+03
-6.800334E+02 -1.684681E+03 +1.004647E+03
-6.800326E+02 -1.683957E+03 +1.003925E+03
-6.800260E+02 -1.686378E+03 +1.006352E+03
-6.800239E+02 -1.686664E+03 +1.006640E+03
-6.800270E+02 -1.684835E+03 +1.004808E+03
-6.800273E+02 -1.683482E+03 +1.003455E+03
-6.800270E+02 -1.681751E+03 +1.001724E+03
-6.800201E+02 -1.677863E+03 +9.978434E+02
-6.800249E+02 -1.675664E+03 +9.956395E+02
-6.800288E+02 -1.678829E+03 +9.988000E+02
-6.800319E+02 -1.683309E+03 +1.003277E+03
-6.800329E+02 -1.684980E+03 +1.004947E+03
-6.800367E+02 -1.685707E+03 +1.005671E+03
-6.800347E+02 -1.687740E+03 +1.007705E+03
-6.800349E+02 -1.690247E+03 +1.010212E+03
-6.800431E+02 -1.692200E+03 +1.012156E+03
-6.800398E+02 -1.693826E+03 +1.013786E+03
-6.800344E+02 -1.695504E+03 +1.015470E+03
-6.800349E+02 -1.698781E+03 +1.018746E+03
-6.800280E+02 -1.706968E+03 +1.026940E+03
-6.800314E+02 -1.718929E+03 +1.038898E+03
-6.800386E+02 -1.727206E+03 +1.047168E+03
-6.800406E+02 -1.727056E+03 +1.047015E+03
-6.800347E+02 -1.721099E+03 +1.041064E+03
-6.800354E+02 -1.714281E+03 +1.034245E+03
-6.800372E+02 -1.708530E+03 +1.028492E+03
-6.800334E+02 -1.703745E+03 +1.023712E+03
-6.800249E+02 -1.698674E+03 +1.018649E+03
-6.800285E+02 -1.694628E+03 +1.014599E+03
-6.800316E+02 -1.693414E+03 +1.013383E+03
-6.800326E+02 -1.694288E+03 +1.014255E+03
-6.800395E+02 -1.699020E+03 +1.018981E+03
-6.800419E+02 -1.705668E+03 +1.025626E+03
-6.800498E+02 -1.711240E+03 +1.031190E+03
-6.800516E+02 -1.713826E+03 +1.033775E+03
-6.800503E+02 -1.710582E+03 +1.030532E+03
-6.800541E+02 -1.702257E+03 +1.022203E+03
-6.800549E+02 -1.695479E+03 +1.015424E+03
-6.800464E+02 -1.695793E+03 +1.015747E+03
-6.800480E+02 -1.703446E+03 +1.023398E+03
-6.800411E+02 -1.713951E+03 +1.033910E+03
-6.800421E+02 -1.722160E+03 +1.042118E+03
-6.800472E+02 -1.726923E+03 +1.046876E+03
-6.800554E+02 -1.729703E+03 +1.049647E+03
-6.800483E+02 -1.730991E+03 +1.050943E+03
-6.800606E+02 -1.730317E+03 +1.050256E+03
-6.800565E+02 -1.726610E+03 +1.046553E+03
-6.800585E+02 -1.720811E+03 +1.040753E+03
-6.800544E+02 -1.716740E+03 +1.036685E+03
-6.800595E+02 -1.715120E+03 +1.035061E+03
-6.800669E+02 -1.712383E+03 +1.032316E+03
-6.800669E+02 -1.708133E+03 +1.028066E+03
-6.800726E+02 -1.703415E+03 +1.023343E+03
-6.800733E+02 -1.702440E+03 +1.022367E+03
-6.800798E+02 -1.707556E+03 +1.027476E+03
-6.800800E+02 -1.712226E+03 +1.032146E+03
-6.800764E+02 -1.713066E+03 +1.032989E+03
-6.800693E+02 -1.715537E+03 +1.035468E+03
-6.800775E+02 -1.717788E+03 +1.037711E+03
-6.800739E+02 -1.715460E+03 +1.035386E+03
-6.800736E+02 -1.712073E+03 +1.031999E+03
-6.800672E+02 -1.711573E+03 +1.031506E+03
-6.800779E+02 -1.713827E+03 +1.033749E+03
-6.800721E+02 -1.715436E+03 +1.035364E+03
-6.800841E+02 -1.715536E+03 +1.035452E+03
-6.800828E+02 -1.716411E+03 +1.036328E+03
-6.800716E+02 -1.717436E+03 +1.037364E+03
-6.800626E+02 -1.715158E+03 +1.035095E+03
-6.800585E+02 -1.708654E+03 +1.028595E+03
-6.800587E+02 -1.700916E+03 +1.020858E+03
-6.800580E+02 -1.695576E+03 +1.015518E+03
-6.800690E+02 -1.692713E+03 +1.012644E+03
-6.800672E+02 -1.690594E+03 +1.010526E+03
-6.800598E+02 -1.689520E+03 +1.009460E+03
-6.800628E+02 -1.694137E+03 +1.014075E+03
-6.800631E+02 -1.707157E+03 +1.027094E+03
-6.800549E+02 -1.721416E+03 +1.041361E+03
-6.800493E+02 -1.731080E+03 +1.051031E+03
-6.800608E+02 -1.736577E+03 +1.056517E+03
-6.800501E+02 -1.738217E+03 +1.058167E+03
-6.800506E+02 -1.733082E+03 +1.053032E+03
-6.800541E+02 -1.719446E+03 +1.039392E+03
-6.800546E+02 -1.704223E+03 +1.024169E+03
-6.800590E+02 -1.697327E+03 +1.017268E+03
-6.800559E+02 -1.698461E+03 +1.018406E+03
-6.800457E+02 -1.704276E+03 +1.024230E+03
-6.800449E+02 -1.710585E+03 +1.030540E+03
-6.800495E+02 -1.714829E+03 +1.034779E+03
