E V T
-6.799868E+02 -1.663753E+03 +9.837663E+02
-6.799791E+02 -1.668075E+03 +9.880960E+02
-6.799692E+02 -1.671595E+03 +9.916263E+02
-6.799763E+02 -1.673053E+03 +9.930767E+02
-6.799755E+02 -1.673154E+03 +9.931783E+02
-6.799776E+02 -1.675541E+03 +9.955639E+02
-6.799809E+02 -1.680577E+03 +1.000596E+03
-6.799771E+02 -1.684413E+03 +1.004436E+03
-6.799856E+02 -1.683942E+03 +1.003956E+03
-6.799789E+02 -1.679218E+03 +9.992395E+02
-6.799784E+02 -1.672344E+03 +9.923653E+02
-6.799799E+02 -1.666561E+03 +9.865810E+02
-6.799794E+02 -1.662675E+03 +9.826952E+02
-6.799748E+02 -1.657109E+03 +9.771342E+02
-6.799668E+02 -1.648786E+03 +9.688196E+02
-6.799609E+02 -1.644481E+03 +9.645198E+02
-6.799612E+02 -1.649720E+03 +9.697588E+02
-6.799674E+02 -1.659667E+03 +9.796996E+02
-6.799689E+02 -1.667748E+03 +9.877796E+02
-6.799672E+02 -1.671414E+03 +9.914471E+02
-6.799541E+02 -1.669653E+03 +9.896991E+02
-6.799651E+02 -1.661866E+03 +9.819007E+02
-6.799638E+02 -1.650301E+03 +9.703374E+02
-6.799681E+02 -1.642183E+03 +9.622154E+02
-6.799663E+02 -1.646262E+03 +9.662955E+02
-6.799694E+02 -1.661043E+03 +9.810732E+02
-6.799772E+02 -1.675414E+03 +9.954367E+02
-6.799805E+02 -1.681093E+03 +1.001113E+03
-6.799702E+02 -1.676316E+03 +9.963461E+02
-6.799668E+02 -1.667327E+03 +9.873600E+02
-6.799637E+02 -1.666243E+03 +9.862788E+02
-6.799651E+02 -1.676663E+03 +9.966979E+02
-6.799643E+02 -1.690321E+03 +1.010356E+03
-6.799674E+02 -1.700936E+03 +1.020968E+03
-6.799661E+02 -1.705829E+03 +1.025863E+03
-6.799633E+02 -1.705249E+03 +1.025285E+03
-6.799579E+02 -1.701290E+03 +1.021333E+03
-6.799605E+02 -1.694971E+03 +1.015011E+03
-6.799725E+02 -1.687222E+03 +1.007249E+03
-6.799760E+02 -1.680852E+03 +1.000876E+03
-6.799758E+02 -1.679502E+03 +9.995261E+02
-6.799858E+02 -1.683134E+03 +1.003149E+03
-6.799848E+02 -1.687791E+03 +1.007806E+03
-6.799761E+02 -1.688608E+03 +1.008632E+03
-6.799769E+02 -1.683807E+03 +1.003830E+03
-6.799827E+02 -1.679511E+03 +9.995281E+02
-6.799791E+02 -1.682636E+03 +1.002657E+03
-6.799853E+02 -1.689387E+03 +1.009402E+03
-6.799800E+02 -1.692327E+03 +1.012347E+03
-6.799748E+02 -1.688457E+03 +1.008482E+03
-6.799855E+02 -1.682068E+03 +1.002082E+03
-6.799871E+02 -1.678738E+03 +9.987512E+02
-6.799960E+02 -1.680744E+03 +1.000748E+03
-6.800063E+02 -1.685068E+03 +1.005062E+03
-6.800045E+02 -1.689422E+03 +1.009418E+03
-6.800032E+02 -1.694247E+03 +1.014243E+03
-6.799981E+02 -1.701968E+03 +1.021970E+03
-6.799945E+02 -1.712377E+03 +1.032383E+03
-6.799838E+02 -1.721003E+03 +1.041020E+03
-6.799771E+02 -1.722517E+03 +1.042540E+03
-6.799909E+02 -1.716461E+03 +1.036470E+03
-6.799917E+02 -1.707734E+03 +1.027742E+03
-6.799847E+02 -1.700992E+03 +1.021007E+03
-6.799917E+02 -1.697713E+03 +1.017721E+03
-6.799899E+02 -1.696982E+03 +1.016993E+03
-6.799927E+02 -1.696694E+03 +1.016701E+03
-6.800081E+02 -1.695039E+03 +1.015031E+03
-6.800116E+02 -1.691956E+03 +1.011944E+03
-6.800068E+02 -1.688926E+03 +1.008919E+03
-6.800009E+02 -1.687413E+03 +1.007412E+03
-6.799996E+02 -1.688623E+03 +1.008623E+03
-6.799973E+02 -1.692892E+03 +1.012895E+03
-6.799994E+02 -1.697484E+03 +1.017484E+03
-6.799929E+02 -1.701501E+03 +1.021508E+03
-6.800052E+02 -1.705758E+03 +1.025753E+03
-6.800030E+02 -1.708302E+03 +1.028299E+03
-6.800045E+02 -1.705767E+03 +1.025762E+03
-6.800042E+02 -1.698148E+03 +1.018144E+03
-6.800073E+02 -1.689147E+03 +1.009139E+03
-6.800099E+02 -1.680198E+03 +1.000188E+03
-6.800160E+02 -1.668656E+03 +9.886402E+02
-6.800122E+02 -1.654719E+03 +9.747071E+02
-6.800170E+02 -1.643906E+03 +9.638886E+02
-6.800180E+02 -1.640768E+03 +9.607502E+02
-6.800170E+02 -1.644228E+03 +9.642111E+02
-6.800158E+02 -1.649345E+03 +9.693297E+02
-6.800163E+02 -1.653729E+03 +9.737128E+02
-6.800122E+02 -1.658944E+03 +9.789316E+02
-6.800081E+02 -1.664850E+03 +9.848417E+02
-6.800076E+02 -1.670420E+03 +9.904120E+02
-6.800076E+02 -1.676040E+03 +9.960322E+02
-6.800078E+02 -1.681610E+03 +1.001602E+03
-6.800073E+02 -1.687591E+03 +1.007584E+03
-6.800019E+02 -1.695210E+03 +1.015208E+03
-6.800017E+02 -1.701569E+03 +1.021567E+03
-6.800112E+02 -1.702010E+03 +1.021999E+03
-6.800127E+02 -1.697241E+03 +1.017228E+03
-6.800103E+02 -1.691803E+03 +1.011793E+03
-6.800068E+02 -1.688623E+03 +1.008617E+03
-6.800075E+02 -1.688141E+03 +1.008134E+03
-6.800004E+02 -1.688991E+03 +1.008991E+03
-6.799996E+02 -1.689826E+03 +1.009826E+03
-6.800073E+02 -1.690659E+03 +1.010652E+03
-6.799909E+02 -1.692087E+03 +1.012096E+03
-6.799837E+02 -1.693472E+03 +1.013488E+03
-6.799835E+02 -1.693672E+03 +1.013689E+03
-6.799835E+02 -1.691339E+03 +1.011356E+03
-6.799871E+02 -1.685337E+03 +1.005350E+03
-6.799909E+02 -1.677783E+03 +9.977924E+02
-6.799899E+02 -1.672947E+03 +9.929569E+02
-6.799973E+02 -1.671880E+03 +9.918824E+02
-6.800012E+02 -1.670716E+03 +9.907143E+02
-6.799978E+02 -1.666478E+03 +9.864798E+02
-6.799924E+02 -1.661499E+03 +9.815062E+02
-6.799812E+02 -1.661203E+03 +9.812217E+02
-6.799760E+02 -1.668428E+03 +9.884521E+02
-6.799791E+02 -1.682758E+03 +1.002779E+03
-6.799769E+02 -1.699763E+03 +1.019786E+03
-6.799800E+02 -1.711800E+03 +1.031820E+03
-6.799843E+02 -1.715641E+03 +1.035657E+03
-6.799840E+02 -1.712811E+03 +1.032827E+03
-6.799804E+02 -1.705892E+03 +1.025912E+03
-6.799886E+02 -1.697357E+03 +1.017368E+03
-6.799896E+02 -1.690390E+03 +1.010400E+03
-6.799883E+02 -1.687511E+03 +1.007523E+03
-6.799848E+02 -1.686741E+03 +1.006756E+03
-6.799845E+02 -1.684543E+03 +1.004558E+03
-6.799812E+02 -1.680689E+03 +1.000708E+03
-6.799791E+02 -1.676869E+03 +9.968903E+02
-6.799781E+02 -1.673257E+03 +9.932788E+02
-6.799809E+02 -1.669876E+03 +9.898947E+02
-6.799825E+02 -1.667740E+03 +9.877575E+02
-6.799792E+02 -1.666115E+03 +9.861354E+02
-6.799827E+02 -1.663375E+03 +9.833925E+02
-6.799879E+02 -1.659566E+03 +9.795785E+02
-6.799830E+02 -1.655630E+03 +9.756475E+02
-6.799776E+02 -1.652345E+03 +9.723669E+02
-6.799715E+02 -1.651276E+03 +9.713041E+02
-6.799720E+02 -1.653886E+03 +9.739139E+02
-6.799725E+02 -1.660280E+03 +9.803077E+02
-6.799743E+02 -1.667114E+03 +9.871399E+02
-6.799769E+02 -1.671368E+03 +9.913915E+02
-6.799899E+02 -1.674973E+03 +9.949836E+02
-6.799983E+02 -1.681087E+03 +1.001089E+03
-6.799871E+02 -1.688230E+03 +1.008243E+03
-6.799758E+02 -1.693389E+03 +1.013414E+03
-6.799815E+02 -1.695501E+03 +1.015519E+03
-6.799843E+02 -1.694285E+03 +1.014301E+03
-6.799925E+02 -1.690581E+03 +1.010589E+03
-6.799896E+02 -1.687160E+03 +1.007170E+03
-6.800017E+02 -1.686075E+03 +1.006073E+03
-6.800019E+02 -1.686905E+03 +1.006903E+03
-6.799996E+02 -1.687837E+03 +1.007838E+03
-6.800107E+02 -1.686831E+03 +1.006821E+03
-6.800045E+02 -1.683831E+03 +1.003827E+03
-6.800091E+02 -1.681909E+03 +1.001900E+03
-6.800068E+02 -1.683130E+03 +1.003123E+03
-6.800045E+02 -1.685617E+03 +1.005612E+03
-6.800073E+02 -1.686622E+03 +1.006614E+03
-6.800068E+02 -1.684522E+03 +1.004516E+03
-6.800165E+02 -1.679556E+03 +9.995399E+02
-6.800193E+02 -1.672648E+03 +9.926283E+02
-6.800119E+02 -1.666735E+03 +9.867229E+02
-6.800095E+02 -1.668336E+03 +9.883260E+02
-6.800078E+02 -1.678087E+03 +9.980793E+02
-6.800058E+02 -1.688654E+03 +1.008648E+03
-6.800014E+02 -1.694650E+03 +1.014648E+03
-6.800073E+02 -1.697307E+03 +1.017300E+03
-6.799998E+02 -1.700083E+03 +1.020083E+03
-6.800152E+02 -1.704753E+03 +1.024738E+03
-6.800145E+02 -1.710768E+03 +1.030753E+03
-6.800180E+02 -1.716240E+03 +1.036222E+03
-6.800201E+02 -1.719797E+03 +1.039777E+03
-6.800109E+02 -1.719760E+03 +1.039749E+03
-6.800094E+02 -1.713136E+03 +1.033127E+03
-6.800160E+02 -1.698959E+03 +1.018943E+03
-6.800155E+02 -1.680412E+03 +1.000396E+03
-6.800252E+02 -1.663922E+03 +9.838967E+02
-6.800259E+02 -1.655715E+03 +9.756892E+02
-6.800319E+02 -1.655613E+03 +9.755814E+02
-6.800311E+02 -1.659454E+03 +9.794231E+02
-6.800281E+02 -1.663817E+03 +9.837887E+02
-6.800293E+02 -1.665567E+03 +9.855375E+02
-6.800352E+02 -1.664427E+03 +9.843919E+02
-6.800341E+02 -1.666591E+03 +9.865565E+02
-6.800347E+02 -1.677027E+03 +9.969922E+02
-6.800360E+02 -1.690245E+03 +1.010209E+03
-6.800419E+02 -1.699295E+03 +1.019253E+03
-6.800421E+02 -1.701870E+03 +1.021828E+03
-6.800478E+02 -1.699343E+03 +1.019295E+03
-6.800493E+02 -1.693184E+03 +1.013134E+03
-6.800373E+02 -1.684273E+03 +1.004235E+03
-6.800383E+02 -1.674129E+03 +9.940910E+02
-6.800278E+02 -1.665553E+03 +9.855255E+02
-6.800441E+02 -1.659078E+03 +9.790338E+02
-6.800418E+02 -1.655062E+03 +9.750203E+02
-6.800482E+02 -1.656189E+03 +9.761403E+02
-6.800447E+02 -1.662585E+03 +9.825404E+02
-6.800304E+02 -1.669722E+03 +9.896918E+02
-6.800296E+02 -1.673743E+03 +9.937131E+02
-6.800324E+02 -1.675903E+03 +9.958703E+02
-6.800380E+02 -1.679928E+03 +9.998905E+02
-6.800342E+02 -1.687503E+03 +1.007469E+03
-6.800201E+02 -1.692861E+03 +1.012841E+03
-6.800109E+02 -1.694079E+03 +1.014069E+03
-6.800132E+02 -1.693699E+03 +1.013686E+03
-6.800145E+02 -1.693333E+03 +1.013319E+03
-6.800065E+02 -1.692194E+03 +1.012187E+03
-6.800048E+02 -1.688115E+03 +1.008110E+03
-6.799996E+02 -1.682053E+03 +1.002054E+03
-6.800029E+02 -1.677661E+03 +9.976584E+02
-6.800086E+02 -1.675076E+03 +9.950671E+02
-6.800096E+02 -1.672793E+03 +9.927834E+02
-6.800109E+02 -1.671544E+03 +9.915331E+02
-6.800132E+02 -1.673165E+03 +9.931514E+02
-6.800129E+02 -1.678089E+03 +9.980756E+02
-6.800170E+02 -1.684227E+03 +1.004210E+03
-6.800273E+02 -1.688625E+03 +1.008597E+03
-6.800224E+02 -1.689981E+03 +1.009958E+03
-6.800232E+02 -1.689221E+03 +1.009198E+03
-6.800173E+02 -1.688018E+03 +1.008001E+03
-6.800183E+02 -1.687099E+03 +1.007081E+03
-6.800180E+02 -1.687599E+03 +1.007581E+03
-6.800190E+02 -1.690782E+03 +1.010763E+03
-6.800129E+02 -1.695758E+03 +1.015745E+03
-6.800106E+02 -1.701040E+03 +1.021029E+03
-6.800139E+02 -1.705254E+03 +1.025240E+03
-6.800109E+02 -1.706968E+03 +1.026957E+03
-6.800142E+02 -1.705641E+03 +1.025626E+03
-6.800144E+02 -1.702366E+03 +1.022352E+03
-6.800196E+02 -1.698478E+03 +1.018458E+03
-6.800208E+02 -1.694737E+03 +1.014716E+03
-6.800224E+02 -1.692451E+03 +1.012429E+03
-6.800249E+02 -1.692859E+03 +1.012834E+03
-6.800209E+02 -1.694197E+03 +1.014176E+03
-6.800232E+02 -1.693143E+03 +1.013120E+03
-6.800285E+02 -1.689206E+03 +1.009178E+03
-6.800206E+02 -1.684306E+03 +1.004285E+03
-6.800224E+02 -1.679104E+03 +9.990816E+02
-6.800262E+02 -1.674742E+03 +9.947154E+02
-6.800252E+02 -1.671911E+03 +9.918854E+02
-6.800170E+02 -1.668532E+03 +9.885150E+02
-6.800226E+02 -1.667139E+03 +9.871163E+02
-6.800239E+02 -1.674103E+03 +9.940795E+02
-6.800204E+02 -1.684656E+03 +1.004636E+03
-6.800278E+02 -1.688847E+03 +1.008819E+03
-6.800258E+02 -1.684452E+03 +1.004426E+03
-6.800237E+02 -1.674254E+03 +9.942304E+02
-6.800137E+02 -1.663345E+03 +9.833316E+02
-6.800091E+02 -1.655828E+03 +9.758189E+02
-6.799999E+02 -1.653636E+03 +9.736360E+02
-6.799994E+02 -1.655306E+03 +9.753067E+02
-6.800025E+02 -1.656049E+03 +9.760461E+02
-6.800029E+02 -1.655197E+03 +9.751940E+02
-6.800058E+02 -1.657903E+03 +9.778972E+02
-6.800040E+02 -1.662661E+03 +9.826573E+02
-6.800014E+02 -1.662743E+03 +9.827412E+02
-6.800090E+02 -1.663928E+03 +9.839193E+02
-6.800004E+02 -1.673497E+03 +9.934967E+02
-6.800086E+02 -1.687347E+03 +1.007339E+03
-6.800063E+02 -1.696905E+03 +1.016898E+03
-6.799963E+02 -1.699308E+03 +1.019312E+03
-6.799955E+02 -1.696682E+03 +1.016687E+03
-6.799922E+02 -1.693927E+03 +1.013935E+03
-6.799830E+02 -1.694910E+03 +1.014927E+03
-6.799843E+02 -1.696295E+03 +1.016311E+03
-6.799822E+02 -1.694305E+03 +1.014323E+03
-6.799819E+02 -1.690773E+03 +1.010791E+03
-6.799819E+02 -1.688962E+03 +1.008980E+03
-6.799901E+02 -1.689433E+03 +1.009443E+03
-6.800001E+02 -1.688998E+03 +1.008997E+03
-6.800045E+02 -1.683451E+03 +1.003446E+03
-6.800001E+02 -1.673575E+03 +9.935750E+02
-6.799980E+02 -1.665480E+03 +9.854824E+02
-6.800058E+02 -1.662139E+03 +9.821331E+02
-6.800099E+02 -1.660548E+03 +9.805385E+02
-6.800132E+02 -1.658545E+03 +9.785315E+02
-6.800137E+02 -1.655920E+03 +9.759063E+02
-6.800188E+02 -1.654997E+03 +9.749783E+02
-6.800157E+02 -1.659290E+03 +9.792744E+02
-6.800083E+02 -1.668566E+03 +9.885581E+02
-6.800076E+02 -1.678886E+03 +9.988785E+02
-6.800058E+02 -1.685776E+03 +1.005770E+03
-6.800009E+02 -1.686974E+03 +1.006973E+03
-6.799971E+02 -1.683472E+03 +1.003475E+03
-6.799975E+02 -1.678170E+03 +9.981721E+02
-6.799847E+02 -1.679386E+03 +9.994011E+02
-6.799812E+02 -1.686878E+03 +1.006897E+03
-6.799815E+02 -1.691802E+03 +1.011821E+03
-6.799753E+02 -1.689319E+03 +1.009344E+03
-6.799843E+02 -1.681293E+03 +1.001309E+03
-6.799794E+02 -1.675055E+03 +9.950756E+02
-6.799822E+02 -1.677071E+03 +9.970887E+02
-6.799769E+02 -1.686788E+03 +1.006812E+03
-6.799725E+02 -1.695573E+03 +1.015601E+03
-6.799802E+02 -1.697247E+03 +1.017267E+03
-6.799819E+02 -1.694768E+03 +1.014786E+03
-6.799794E+02 -1.694152E+03 +1.014172E+03
-6.799853E+02 -1.695347E+03 +1.015361E+03
-6.799886E+02 -1.695626E+03 +1.015637E+03
-6.799917E+02 -1.696375E+03 +1.016384E+03
-6.799894E+02 -1.699064E+03 +1.019075E+03
-6.799930E+02 -1.701798E+03 +1.021805E+03
-6.799958E+02 -1.700869E+03 +1.020873E+03
-6.799929E+02 -1.696670E+03 +1.016677E+03
-6.799924E+02 -1.694003E+03 +1.014011E+03
-6.799917E+02 -1.693383E+03 +1.013391E+03
-6.799983E+02 -1.691872E+03 +1.011874E+03
-6.799861E+02 -1.688955E+03 +1.008969E+03
-6.799902E+02 -1.684042E+03 +1.004051E+03
-6.799932E+02 -1.677625E+03 +9.976317E+02
-6.799947E+02 -1.673203E+03 +9.932086E+02
-6.799873E+02 -1.672360E+03 +9.923728E+02
-6.799817E+02 -1.675394E+03 +9.954122E+02
-6.799819E+02 -1.681618E+03 +1.001636E+03
-6.799830E+02 -1.689219E+03 +1.009236E+03
-6.799810E+02 -1.695613E+03 +1.015632E+03
-6.799812E+02 -1.697213E+03 +1.017232E+03
-6.799740E+02 -1.693942E+03 +1.013968E+03
-6.799850E+02 -1.691411E+03 +1.011426E+03
-6.799745E+02 -1.692868E+03 +1.012893E+03
-6.799779E+02 -1.696055E+03 +1.016077E+03
-6.799848E+02 -1.698607E+03 +1.018623E+03
-6.799902E+02 -1.697474E+03 +1.017484E+03
-6.799884E+02 -1.689278E+03 +1.009290E+03
-6.799955E+02 -1.676824E+03 +9.968282E+02
-6.799921E+02 -1.667630E+03 +9.876374E+02
-6.799873E+02 -1.666601E+03 +9.866141E+02
-6.799819E+02 -1.671819E+03 +9.918373E+02
-6.799881E+02 -1.678101E+03 +9.981133E+02
-6.799876E+02 -1.684095E+03 +1.004108E+03
-6.799856E+02 -1.688936E+03 +1.008950E+03
-6.799846E+02 -1.687382E+03 +1.007398E+03
-6.799904E+02 -1.677263E+03 +9.972724E+02
-6.799868E+02 -1.666799E+03 +9.868118E+02
-6.799898E+02 -1.665383E+03 +9.853928E+02
-6.799917E+02 -1.673132E+03 +9.931406E+02
-6.799869E+02 -1.683627E+03 +1.003640E+03
-6.799764E+02 -1.689272E+03 +1.009296E+03
-6.799664E+02 -1.687472E+03 +1.007505E+03
-6.799663E+02 -1.684262E+03 +1.004296E+03
-6.799612E+02 -1.682161E+03 +1.002199E+03
-6.799633E+02 -1.677519E+03 +9.975556E+02
-6.799622E+02 -1.671696E+03 +9.917342E+02
-6.799689E+02 -1.667529E+03 +9.875605E+02
-6.799681E+02 -1.666385E+03 +9.864171E+02
-6.799732E+02 -1.669785E+03 +9.898116E+02
-6.799745E+02 -1.676228E+03 +9.962535E+02
-6.799720E+02 -1.681731E+03 +1.001759E+03
-6.799702E+02 -1.684423E+03 +1.004453E+03
-6.799704E+02 -1.686552E+03 +1.006581E+03
-6.799745E+02 -1.692001E+03 +1.012027E+03
-6.799733E+02 -1.699899E+03 +1.019926E+03
-6.799797E+02 -1.705235E+03 +1.025255E+03
-6.799855E+02 -1.705032E+03 +1.025046E+03
-6.799914E+02 -1.700962E+03 +1.020971E+03
-6.799876E+02 -1.695272E+03 +1.015284E+03
-6.799799E+02 -1.687467E+03 +1.007487E+03
-6.799791E+02 -1.680201E+03 +1.000222E+03
-6.799724E+02 -1.678076E+03 +9.981033E+02
-6.799796E+02 -1.680719E+03 +1.000740E+03
-6.799845E+02 -1.685022E+03 +1.005038E+03
-6.799855E+02 -1.687642E+03 +1.007657E+03
-6.799845E+02 -1.688057E+03 +1.008073E+03
-6.799878E+02 -1.688189E+03 +1.008201E+03
-6.800019E+02 -1.688552E+03 +1.008550E+03
-6.800030E+02 -1.685866E+03 +1.005863E+03
-6.800055E+02 -1.676702E+03 +9.966963E+02
-6.800032E+02 -1.666058E+03 +9.860550E+02
-6.799883E+02 -1.665915E+03 +9.859266E+02
-6.799919E+02 -1.677330E+03 +9.973385E+02
-6.799805E+02 -1.691220E+03 +1.011239E+03
-6.799879E+02 -1.700800E+03 +1.020812E+03
-6.799863E+02 -1.704653E+03 +1.024667E+03
-6.799837E+02 -1.705052E+03 +1.025069E+03
-6.799842E+02 -1.704649E+03 +1.024664E+03
-6.799909E+02 -1.703765E+03 +1.023774E+03
-6.799807E+02 -1.700560E+03 +1.020579E+03
-6.799776E+02 -1.693837E+03 +1.013860E+03
-6.799760E+02 -1.685936E+03 +1.005960E+03
-6.799776E+02 -1.681657E+03 +1.001680E+03
-6.799860E+02 -1.683137E+03 +1.003151E+03
-6.799889E+02 -1.687379E+03 +1.007390E+03
-6.799843E+02 -1.688721E+03 +1.008737E+03
-6.799781E+02 -1.686517E+03 +1.006539E+03
-6.799676E+02 -1.685977E+03 +1.006009E+03
-6.799638E+02 -1.683919E+03 +1.003955E+03
-6.799574E+02 -1.674365E+03 +9.944072E+02
-6.799576E+02 -1.662133E+03 +9.821749E+02
-6.799624E+02 -1.656200E+03 +9.762372E+02
-6.799643E+02 -1.659476E+03 +9.795114E+02
-6.799694E+02 -1.666704E+03 +9.867341E+02
-6.799735E+02 -1.674331E+03 +9.943579E+02
-6.799743E+02 -1.684868E+03 +1.004893E+03
-6.799789E+02 -1.696751E+03 +1.016773E+03
-6.799697E+02 -1.705438E+03 +1.025469E+03
-6.799679E+02 -1.708637E+03 +1.028669E+03
-6.799720E+02 -1.705854E+03 +1.025882E+03
-6.799715E+02 -1.699647E+03 +1.019676E+03
-6.799758E+02 -1.691382E+03 +1.011407E+03
-6.799758E+02 -1.683218E+03 +1.003242E+03
-6.799747E+02 -1.680960E+03 +1.000986E+03
-6.799773E+02 -1.685555E+03 +1.005578E+03
-6.799791E+02 -1.692762E+03 +1.012783E+03
-6.799758E+02 -1.699099E+03 +1.019123E+03
-6.799702E+02 -1.703529E+03 +1.023558E+03
-6.799743E+02 -1.705965E+03 +1.025991E+03
-6.799651E+02 -1.704905E+03 +1.024940E+03
-6.799756E+02 -1.699244E+03 +1.019269E+03
-6.799835E+02 -1.691599E+03 +1.011615E+03
-6.799868E+02 -1.687493E+03 +1.007506E+03
-6.799899E+02 -1.689913E+03 +1.009924E+03
-6.799922E+02 -1.696932E+03 +1.016940E+03
-6.799889E+02 -1.705474E+03 +1.025485E+03
-6.799868E+02 -1.712487E+03 +1.032500E+03
-6.799799E+02 -1.713837E+03 +1.033857E+03
-6.799692E+02 -1.707832E+03 +1.027862E+03
-6.799681E+02 -1.698707E+03 +1.018739E+03
-6.799612E+02 -1.690376E+03 +1.010414E+03
-6.799576E+02 -1.682204E+03 +1.002246E+03
-6.799622E+02 -1.674365E+03 +9.944032E+02
-6.799674E+02 -1.668153E+03 +9.881852E+02
-6.799730E+02 -1.664206E+03 +9.842326E+02
-6.799750E+02 -1.662794E+03 +9.828185E+02
-6.799763E+02 -1.662716E+03 +9.827399E+02
-6.799735E+02 -1.663247E+03 +9.832738E+02
-6.799714E+02 -1.666592E+03 +9.866205E+02
-6.799743E+02 -1.673755E+03 +9.937804E+02
-6.799753E+02 -1.684277E+03 +1.004302E+03
-6.799648E+02 -1.695777E+03 +1.015813E+03
-6.799625E+02 -1.703093E+03 +1.023130E+03
-6.799684E+02 -1.704242E+03 +1.024274E+03
-6.799610E+02 -1.702115E+03 +1.022154E+03
-6.799633E+02 -1.698726E+03 +1.018762E+03
-6.799664E+02 -1.692088E+03 +1.012121E+03
-6.799671E+02 -1.680772E+03 +1.000805E+03
-6.799663E+02 -1.669356E+03 +9.893900E+02
-6.799727E+02 -1.666813E+03 +9.868399E+02
-6.799802E+02 -1.672397E+03 +9.924168E+02
-6.799812E+02 -1.678361E+03 +9.983801E+02
-6.799878E+02 -1.681917E+03 +1.001929E+03
-6.799924E+02 -1.684179E+03 +1.004187E+03
-6.799957E+02 -1.687487E+03 +1.007491E+03
-6.800011E+02 -1.693696E+03 +1.013695E+03
-6.799986E+02 -1.702517E+03 +1.022519E+03
-6.799958E+02 -1.712068E+03 +1.032072E+03
-6.800094E+02 -1.720043E+03 +1.040033E+03
-6.800147E+02 -1.723003E+03 +1.042988E+03
-6.800178E+02 -1.718538E+03 +1.038520E+03
-6.800168E+02 -1.708414E+03 +1.028398E+03
-6.800103E+02 -1.697384E+03 +1.017373E+03
-6.800096E+02 -1.689083E+03 +1.009073E+03
-6.800142E+02 -1.684262E+03 +1.004248E+03
-6.800114E+02 -1.681842E+03 +1.001831E+03
-6.800209E+02 -1.679245E+03 +9.992245E+02
-6.800252E+02 -1.674713E+03 +9.946873E+02
-6.800124E+02 -1.671166E+03 +9.911532E+02
-6.800075E+02 -1.673020E+03 +9.930128E+02
-6.800096E+02 -1.677213E+03 +9.972036E+02
-6.800127E+02 -1.679239E+03 +9.992266E+02
-6.800016E+02 -1.680631E+03 +1.000629E+03
-6.799935E+02 -1.683474E+03 +1.003481E+03
-6.799914E+02 -1.684878E+03 +1.004887E+03
-6.799937E+02 -1.682132E+03 +1.002138E+03
-6.799940E+02 -1.678016E+03 +9.980225E+02
-6.799876E+02 -1.677620E+03 +9.976320E+02
-6.799840E+02 -1.681997E+03 +1.002013E+03
-6.799927E+02 -1.688722E+03 +1.008729E+03
-6.799901E+02 -1.695633E+03 +1.015643E+03
-6.799899E+02 -1.700145E+03 +1.020155E+03
-6.799899E+02 -1.699536E+03 +1.019546E+03
-6.799927E+02 -1.693785E+03 +1.013792E+03
-6.799996E+02 -1.684620E+03 +1.004621E+03
-6.800045E+02 -1.674769E+03 +9.947644E+02
-6.800026E+02 -1.669754E+03 +9.897517E+02
-6.800012E+02 -1.672203E+03 +9.922022E+02
-6.800035E+02 -1.676404E+03 +9.964009E+02
-6.800170E+02 -1.677287E+03 +9.972701E+02
-6.800209E+02 -1.676953E+03 +9.969326E+02
-6.800262E+02 -1.676775E+03 +9.967484E+02
-6.800227E+02 -1.674976E+03 +9.949536E+02
-6.800262E+02 -1.673096E+03 +9.930696E+02
-6.800249E+02 -1.675627E+03 +9.956023E+02
-6.800262E+02 -1.682200E+03 +1.002174E+03
-6.800319E+02 -1.687932E+03 +1.007900E+03
-6.800257E+02 -1.690654E+03 +1.010628E+03
-6.800283E+02 -1.692008E+03 +1.011980E+03
-6.800324E+02 -1.694227E+03 +1.014194E+03
-6.800334E+02 -1.697704E+03 +1.017670E+03
-6.800350E+02 -1.699901E+03 +1.019866E+03
-6.800365E+02 -1.697492E+03 +1.017455E+03
-6.800331E+02 -1.692192E+03 +1.012159E+03
-6.800277E+02 -1.690015E+03 +1.009987E+03
-6.800291E+02 -1.693263E+03 +1.013234E+03
-6.800355E+02 -1.696102E+03 +1.016066E+03
-6.800234E+02 -1.694204E+03 +1.014180E+03
-6.800234E+02 -1.690791E+03 +1.010768E+03
-6.800203E+02 -1.687744E+03 +1.007724E+03
-6.800324E+02 -1.686145E+03 +1.006113E+03
-6.800290E+02 -1.687090E+03 +1.007061E+03
-6.800255E+02 -1.689060E+03 +1.009034E+03
-6.800296E+02 -1.689589E+03 +1.009560E+03
-6.800244E+02 -1.687833E+03 +1.007808E+03
-6.800162E+02 -1.685530E+03 +1.005513E+03
-6.800206E+02 -1.685211E+03 +1.005190E+03
-6.800147E+02 -1.688445E+03 +1.008430E+03
-6.800078E+02 -1.693961E+03 +1.013953E+03
-6.800163E+02 -1.696503E+03 +1.016486E+03
-6.800135E+02 -1.691062E+03 +1.011049E+03
-6.800132E+02 -1.680556E+03 +1.000543E+03
-6.800119E+02 -1.672715E+03 +9.927030E+02
-6.800081E+02 -1.669301E+03 +9.892927E+02
-6.800127E+02 -1.667707E+03 +9.876943E+02
-6.800078E+02 -1.666876E+03 +9.868680E+02
-6.800086E+02 -1.668838E+03 +9.888291E+02
-6.800065E+02 -1.674365E+03 +9.943588E+02
-6.800058E+02 -1.681297E+03 +1.001291E+03
-6.800109E+02 -1.685433E+03 +1.005422E+03
